schema,query,actual_output,generated_sql_query,is_match
"CREATE TABLE stadium (Stadium_ID INT, Location TEXT, Name TEXT, Capacity INT, Highest INT, Lowest INT, Average INT);
CREATE TABLE singer (Singer_ID INT, Name TEXT, Country TEXT, Song_Name TEXT, Song_release_year TEXT, Age INT, Is_male bool);
CREATE TABLE concert (concert_ID INT, concert_Name TEXT, Theme TEXT, Stadium_ID TEXT, Year TEXT);
CREATE TABLE singer_in_concert (concert_ID INT, Singer_ID TEXT);
",What is the name and country of origin of every singer who has a song with the word 'Hey' in its title?,"SELECT name ,  country FROM singer WHERE song_name LIKE '%Hey%';","SELECT name,  country FROM singer WHERE song_name LIKE '%Hey%';",False
"CREATE TABLE stadium (Stadium_ID INT, Location TEXT, Name TEXT, Capacity INT, Highest INT, Lowest INT, Average INT);
CREATE TABLE singer (Singer_ID INT, Name TEXT, Country TEXT, Song_Name TEXT, Song_release_year TEXT, Age INT, Is_male bool);
CREATE TABLE concert (concert_ID INT, concert_Name TEXT, Theme TEXT, Stadium_ID TEXT, Year TEXT);
CREATE TABLE singer_in_concert (concert_ID INT, Singer_ID TEXT);
",Find the name and location of the stadiums which some concerts happened in the years of both 2014 and 2015.,"SELECT T2.name ,  T2.location FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.stadium_id WHERE T1.Year  =  2014 INTERSECT SELECT T2.name ,  T2.location FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.stadium_id WHERE T1.Year  =  2015;","SELECT T1.name,  T1.location FROM stadium AS T1 JOIN concert AS T2 ON T1.stadium_id  =  T2.stadium_id WHERE T2.year  =  2014 INTERSECT SELECT T1.name,  T1.location FROM stadium AS T1 JOIN concert AS T2 ON T1.stadium_id  =  T2.stadium_id WHERE T2.year  =  2015;",False
"CREATE TABLE stadium (Stadium_ID INT, Location TEXT, Name TEXT, Capacity INT, Highest INT, Lowest INT, Average INT);
CREATE TABLE singer (Singer_ID INT, Name TEXT, Country TEXT, Song_Name TEXT, Song_release_year TEXT, Age INT, Is_male bool);
CREATE TABLE concert (concert_ID INT, concert_Name TEXT, Theme TEXT, Stadium_ID TEXT, Year TEXT);
CREATE TABLE singer_in_concert (concert_ID INT, Singer_ID TEXT);
",What are the names and locations of the stadiums that had concerts that occurred in both 2014 and 2015?,"SELECT T2.name ,  T2.location FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.stadium_id WHERE T1.Year  =  2014 INTERSECT SELECT T2.name ,  T2.location FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.stadium_id WHERE T1.Year  =  2015;","SELECT T1.name,  T1.location FROM stadium AS T1 JOIN concert AS T2 ON T1.stadium_id  =  T2.stadium_id WHERE T2.year  =  2014 INTERSECT SELECT T1.name,  T1.location FROM stadium AS T1 JOIN concert AS T2 ON T1.stadium_id  =  T2.stadium_id WHERE T2.year  =  2015;",False
"CREATE TABLE stadium (Stadium_ID INT, Location TEXT, Name TEXT, Capacity INT, Highest INT, Lowest INT, Average INT);
CREATE TABLE singer (Singer_ID INT, Name TEXT, Country TEXT, Song_Name TEXT, Song_release_year TEXT, Age INT, Is_male bool);
CREATE TABLE concert (concert_ID INT, concert_Name TEXT, Theme TEXT, Stadium_ID TEXT, Year TEXT);
CREATE TABLE singer_in_concert (concert_ID INT, Singer_ID TEXT);
",Find the number of concerts happened in the stadium with the highest capacity .,select count(*) from concert where stadium_id = (select stadium_id from stadium order by capacity desc limit 1);,SELECT count(*) FROM concert WHERE stadium_id  =  (SELECT stadium_id FROM stadium ORDER BY capacity DESC LIMIT 1);,True
"CREATE TABLE stadium (Stadium_ID INT, Location TEXT, Name TEXT, Capacity INT, Highest INT, Lowest INT, Average INT);
CREATE TABLE singer (Singer_ID INT, Name TEXT, Country TEXT, Song_Name TEXT, Song_release_year TEXT, Age INT, Is_male bool);
CREATE TABLE concert (concert_ID INT, concert_Name TEXT, Theme TEXT, Stadium_ID TEXT, Year TEXT);
CREATE TABLE singer_in_concert (concert_ID INT, Singer_ID TEXT);
",What are the number of concerts that occurred in the stadium with the largest capacity?,select count(*) from concert where stadium_id = (select stadium_id from stadium order by capacity desc limit 1);,SELECT count(*) FROM concert WHERE stadium_id  =  (SELECT stadium_id FROM stadium ORDER BY capacity DESC LIMIT 1);,True
"CREATE TABLE Student (StuID INT, LName TEXT, Fname TEXT, Age INT, Sex TEXT, Major INT, Advisor INT, city_code TEXT);
CREATE TABLE Has_Pet (StuID INT, PetID INT);
CREATE TABLE Pets (PetID INT, PetType TEXT, pet_age INT, weight INT);
",Find the number of pets whose weight is heavier than 10.,SELECT count(*) FROM pets WHERE weight  >  10;,SELECT count(*) FROM pets WHERE weight  >  10;,True
"CREATE TABLE Student (StuID INT, LName TEXT, Fname TEXT, Age INT, Sex TEXT, Major INT, Advisor INT, city_code TEXT);
CREATE TABLE Has_Pet (StuID INT, PetID INT);
CREATE TABLE Pets (PetID INT, PetType TEXT, pet_age INT, weight INT);
",How many pets have a greater weight than 10?,SELECT count(*) FROM pets WHERE weight  >  10;,SELECT count(*) FROM pets WHERE weight  >  10;,True
"CREATE TABLE Student (StuID INT, LName TEXT, Fname TEXT, Age INT, Sex TEXT, Major INT, Advisor INT, city_code TEXT);
CREATE TABLE Has_Pet (StuID INT, PetID INT);
CREATE TABLE Pets (PetID INT, PetType TEXT, pet_age INT, weight INT);
",Find the weight of the youngest dog.,SELECT weight FROM pets ORDER BY pet_age LIMIT 1;,SELECT weight FROM pets WHERE pettype  =  'dog' ORDER BY pet_age LIMIT 1;,False
"CREATE TABLE Student (StuID INT, LName TEXT, Fname TEXT, Age INT, Sex TEXT, Major INT, Advisor INT, city_code TEXT);
CREATE TABLE Has_Pet (StuID INT, PetID INT);
CREATE TABLE Pets (PetID INT, PetType TEXT, pet_age INT, weight INT);
",How much does the youngest dog weigh?,SELECT weight FROM pets ORDER BY pet_age LIMIT 1;,SELECT weight FROM pets WHERE pettype  =  'dog' ORDER BY pet_age LIMIT 1;,False
"CREATE TABLE Student (StuID INT, LName TEXT, Fname TEXT, Age INT, Sex TEXT, Major INT, Advisor INT, city_code TEXT);
CREATE TABLE Has_Pet (StuID INT, PetID INT);
CREATE TABLE Pets (PetID INT, PetType TEXT, pet_age INT, weight INT);
",Find the maximum weight for each type of pet. List the maximum weight and pet type.,"SELECT max(weight) ,  petType FROM pets GROUP BY petType;","SELECT max(weight),  pettype FROM pets GROUP BY pettype;",False
"CREATE TABLE Student (StuID INT, LName TEXT, Fname TEXT, Age INT, Sex TEXT, Major INT, Advisor INT, city_code TEXT);
CREATE TABLE Has_Pet (StuID INT, PetID INT);
CREATE TABLE Pets (PetID INT, PetType TEXT, pet_age INT, weight INT);
",List the maximum weight and type for each type of pet.,"SELECT max(weight) ,  petType FROM pets GROUP BY petType;","SELECT max(weight),  pettype FROM pets GROUP BY pettype;",False
"CREATE TABLE Student (StuID INT, LName TEXT, Fname TEXT, Age INT, Sex TEXT, Major INT, Advisor INT, city_code TEXT);
CREATE TABLE Has_Pet (StuID INT, PetID INT);
CREATE TABLE Pets (PetID INT, PetType TEXT, pet_age INT, weight INT);
",Find number of pets owned by students who are older than 20.,SELECT count(*) FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid WHERE T1.age  >  20;,SELECT count(*) FROM has_pet AS T1 JOIN pets AS T2 ON T1.petid  =  T2.petid JOIN student AS T3 ON T1.stuid  =  T3.stuid WHERE T3.age  >  20;,False
"CREATE TABLE Student (StuID INT, LName TEXT, Fname TEXT, Age INT, Sex TEXT, Major INT, Advisor INT, city_code TEXT);
CREATE TABLE Has_Pet (StuID INT, PetID INT);
CREATE TABLE Pets (PetID INT, PetType TEXT, pet_age INT, weight INT);
",How many pets are owned by students that have an age greater than 20?,SELECT count(*) FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid WHERE T1.age  >  20;,SELECT count(*) FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid WHERE T1.age  >  20;,True
"CREATE TABLE Student (StuID INT, LName TEXT, Fname TEXT, Age INT, Sex TEXT, Major INT, Advisor INT, city_code TEXT);
CREATE TABLE Has_Pet (StuID INT, PetID INT);
CREATE TABLE Pets (PetID INT, PetType TEXT, pet_age INT, weight INT);
",Find the number of dog pets that are raised by female students (with sex F).,SELECT count(*) FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T2.petid  =  T3.petid WHERE T1.sex  =  'F' AND T3.pettype  =  'dog';,"SELECT count(*) FROM pets AS T1 JOIN has_pet AS T2 ON T1.petid  =  T2.petid JOIN student AS T3 ON T2.stuid  =  T3.stuid WHERE T1.pettype  =  ""dog"" AND T3.sex  =  ""F"";",False
"CREATE TABLE Student (StuID INT, LName TEXT, Fname TEXT, Age INT, Sex TEXT, Major INT, Advisor INT, city_code TEXT);
CREATE TABLE Has_Pet (StuID INT, PetID INT);
CREATE TABLE Pets (PetID INT, PetType TEXT, pet_age INT, weight INT);
",How many dog pets are raised by female students?,SELECT count(*) FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T2.petid  =  T3.petid WHERE T1.sex  =  'F' AND T3.pettype  =  'dog';,SELECT count(*) FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T2.petid  =  T3.petid WHERE T1.sex  =  'F' AND T3.pettype  =  'dog';,True
"CREATE TABLE Student (StuID INT, LName TEXT, Fname TEXT, Age INT, Sex TEXT, Major INT, Advisor INT, city_code TEXT);
CREATE TABLE Has_Pet (StuID INT, PetID INT);
CREATE TABLE Pets (PetID INT, PetType TEXT, pet_age INT, weight INT);
",Find the number of distinct type of pets.,SELECT count(DISTINCT pettype) FROM pets;,SELECT count(DISTINCT pettype) FROM pets;,True
"CREATE TABLE Student (StuID INT, LName TEXT, Fname TEXT, Age INT, Sex TEXT, Major INT, Advisor INT, city_code TEXT);
CREATE TABLE Has_Pet (StuID INT, PetID INT);
CREATE TABLE Pets (PetID INT, PetType TEXT, pet_age INT, weight INT);
",How many different types of pet are there?,SELECT count(DISTINCT pettype) FROM pets;,SELECT count(DISTINCT pettype) FROM pets;,True
"CREATE TABLE Student (StuID INT, LName TEXT, Fname TEXT, Age INT, Sex TEXT, Major INT, Advisor INT, city_code TEXT);
CREATE TABLE Has_Pet (StuID INT, PetID INT);
CREATE TABLE Pets (PetID INT, PetType TEXT, pet_age INT, weight INT);
",Find the first name of students who have cat or dog pet.,SELECT DISTINCT T1.Fname FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'cat' OR T3.pettype  =  'dog';,"SELECT T1.fname FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T2.petid  =  T3.petid WHERE T3.pettype  =  ""cat"" OR T3.pettype  =  ""dog"";",False
"CREATE TABLE Student (StuID INT, LName TEXT, Fname TEXT, Age INT, Sex TEXT, Major INT, Advisor INT, city_code TEXT);
CREATE TABLE Has_Pet (StuID INT, PetID INT);
CREATE TABLE Pets (PetID INT, PetType TEXT, pet_age INT, weight INT);
",What are the first names of every student who has a cat or dog as a pet?,SELECT DISTINCT T1.Fname FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'cat' OR T3.pettype  =  'dog';,"SELECT T1.fname FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T2.petid  =  T3.petid WHERE T3.pettype  =  ""cat"" OR T3.pettype  =  ""dog"";",False
"CREATE TABLE Student (StuID INT, LName TEXT, Fname TEXT, Age INT, Sex TEXT, Major INT, Advisor INT, city_code TEXT);
CREATE TABLE Has_Pet (StuID INT, PetID INT);
CREATE TABLE Pets (PetID INT, PetType TEXT, pet_age INT, weight INT);
",Find the first name of students who have both cat and dog pets .,select t1.fname from student as t1 join has_pet as t2 on t1.stuid  =  t2.stuid join pets as t3 on t3.petid  =  t2.petid where t3.pettype  =  'cat' intersect select t1.fname from student as t1 join has_pet as t2 on t1.stuid  =  t2.stuid join pets as t3 on t3.petid  =  t2.petid where t3.pettype  =  'dog';,"SELECT T1.fname FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T2.petid  =  T3.petid WHERE T3.pettype  =  ""dog"" INTERSECT SELECT T1.fname FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T2.petid  =  T3;",False
"CREATE TABLE Student (StuID INT, LName TEXT, Fname TEXT, Age INT, Sex TEXT, Major INT, Advisor INT, city_code TEXT);
CREATE TABLE Has_Pet (StuID INT, PetID INT);
CREATE TABLE Pets (PetID INT, PetType TEXT, pet_age INT, weight INT);
",What are the students' first names who have both cats and dogs as pets?,SELECT T1.Fname FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'cat' INTERSECT SELECT T1.Fname FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'dog';,SELECT T1.fname FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T2.petid  =  T3.petid WHERE T3.pettype  =  'dog' INTERSECT SELECT T1.fname FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T2.petid  =  T3;,False
"CREATE TABLE Student (StuID INT, LName TEXT, Fname TEXT, Age INT, Sex TEXT, Major INT, Advisor INT, city_code TEXT);
CREATE TABLE Has_Pet (StuID INT, PetID INT);
CREATE TABLE Pets (PetID INT, PetType TEXT, pet_age INT, weight INT);
",Find the major and age of students who do not have a cat pet.,"SELECT major ,  age FROM student WHERE stuid NOT IN (SELECT T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'cat');","SELECT T1.major,  T1.age FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid EXCEPT SELECT T1.major,  T1.age FROM student AS T1 JOIN pets AS T2 ON T1.stuid  =  T2.petid WHERE T2.pettype  =  ""cat"";",False
"CREATE TABLE Student (StuID INT, LName TEXT, Fname TEXT, Age INT, Sex TEXT, Major INT, Advisor INT, city_code TEXT);
CREATE TABLE Has_Pet (StuID INT, PetID INT);
CREATE TABLE Pets (PetID INT, PetType TEXT, pet_age INT, weight INT);
","What major is every student who does not own a cat as a pet, and also how old are they?","SELECT major ,  age FROM student WHERE stuid NOT IN (SELECT T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'cat');","SELECT T1.major,  T1.age FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid EXCEPT SELECT T1.major,  T1.age FROM student AS T1 JOIN pets AS T2 ON T1.stuid  =  T2.petid WHERE T2.pettype  =  ""cat"";",False
"CREATE TABLE Student (StuID INT, LName TEXT, Fname TEXT, Age INT, Sex TEXT, Major INT, Advisor INT, city_code TEXT);
CREATE TABLE Has_Pet (StuID INT, PetID INT);
CREATE TABLE Pets (PetID INT, PetType TEXT, pet_age INT, weight INT);
",Find the id of students who do not have a cat pet.,SELECT stuid FROM student EXCEPT SELECT T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'cat';,"SELECT StuID FROM Student EXCEPT SELECT StuID FROM Has_Pet AS T1 JOIN Pets AS T2 ON T1.PetID  =  T2.PetID WHERE pettype  =  ""cat"";",False
"CREATE TABLE Student (StuID INT, LName TEXT, Fname TEXT, Age INT, Sex TEXT, Major INT, Advisor INT, city_code TEXT);
CREATE TABLE Has_Pet (StuID INT, PetID INT);
CREATE TABLE Pets (PetID INT, PetType TEXT, pet_age INT, weight INT);
",What are the ids of the students who do not own cats as pets?,SELECT stuid FROM student EXCEPT SELECT T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'cat';,"SELECT StuID FROM Student EXCEPT SELECT StuID FROM Has_Pet AS T1 JOIN Pets AS T2 ON T1.PetID  =  T2.PetID WHERE T2.PetType  =  ""cat"";",False
"CREATE TABLE Student (StuID INT, LName TEXT, Fname TEXT, Age INT, Sex TEXT, Major INT, Advisor INT, city_code TEXT);
CREATE TABLE Has_Pet (StuID INT, PetID INT);
CREATE TABLE Pets (PetID INT, PetType TEXT, pet_age INT, weight INT);
",Find the first name and age of students who have a dog but do not have a cat as a pet.,"SELECT T1.fname ,  T1.age FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'dog' AND T1.stuid NOT IN (SELECT T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'cat');","SELECT T1.fname,  T1.age FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T2.petid  =  T3.petid WHERE T3.pettype  =  ""dog"" EXCEPT SELECT T1.fname,  T1.age FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON;",False
"CREATE TABLE Student (StuID INT, LName TEXT, Fname TEXT, Age INT, Sex TEXT, Major INT, Advisor INT, city_code TEXT);
CREATE TABLE Has_Pet (StuID INT, PetID INT);
CREATE TABLE Pets (PetID INT, PetType TEXT, pet_age INT, weight INT);
",What is the first name of every student who has a dog but does not have a cat?,"SELECT T1.fname ,  T1.age FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'dog' AND T1.stuid NOT IN (SELECT T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'cat');","SELECT T1.fname FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T2.petid  =  T3.petid WHERE T3.pettype  =  ""dog"" EXCEPT SELECT T1.fname FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T2.petid  =  T3.pet;",False
"CREATE TABLE Student (StuID INT, LName TEXT, Fname TEXT, Age INT, Sex TEXT, Major INT, Advisor INT, city_code TEXT);
CREATE TABLE Has_Pet (StuID INT, PetID INT);
CREATE TABLE Pets (PetID INT, PetType TEXT, pet_age INT, weight INT);
",Find the type and weight of the youngest pet.,"SELECT pettype ,  weight FROM pets ORDER BY pet_age LIMIT 1;","SELECT pettype,  weight FROM pets ORDER BY pet_age LIMIT 1;",False
"CREATE TABLE Student (StuID INT, LName TEXT, Fname TEXT, Age INT, Sex TEXT, Major INT, Advisor INT, city_code TEXT);
CREATE TABLE Has_Pet (StuID INT, PetID INT);
CREATE TABLE Pets (PetID INT, PetType TEXT, pet_age INT, weight INT);
","What type of pet is the youngest animal, and how much does it weigh?","SELECT pettype ,  weight FROM pets ORDER BY pet_age LIMIT 1;","SELECT pettype,  weight FROM pets ORDER BY pet_age LIMIT 1;",False
"CREATE TABLE Student (StuID INT, LName TEXT, Fname TEXT, Age INT, Sex TEXT, Major INT, Advisor INT, city_code TEXT);
CREATE TABLE Has_Pet (StuID INT, PetID INT);
CREATE TABLE Pets (PetID INT, PetType TEXT, pet_age INT, weight INT);
",Find the id and weight of all pets whose age is older than 1.,"SELECT petid ,  weight FROM pets WHERE pet_age  >  1;","SELECT petid,  weight FROM pets WHERE pet_age  >  1;",False
